date,nav,day_change,fund_code,fund_name
2020-06-05,81.356,0.004300000000000637,119533,HDFC Mid-Cap Opportunities Fund
2020-06-08,81.3826,0.026600000000001955,119533,HDFC Mid-Cap Opportunities Fund
2020-06-09,81.4613,0.07869999999999777,119533,HDFC Mid-Cap Opportunities Fund
2020-06-10,81.516,0.05470000000001107,119533,HDFC Mid-Cap Opportunities Fund
2020-06-11,81.6304,0.11439999999998918,119533,HDFC Mid-Cap Opportunities Fund
2020-06-12,81.6579,0.02750000000000341,119533,HDFC Mid-Cap Opportunities Fund
2020-06-15,81.7512,0.09329999999999927,119533,HDFC Mid-Cap Opportunities Fund
2020-06-16,81.8274,0.07620000000000005,119533,HDFC Mid-Cap Opportunities Fund
2020-06-17,81.9228,0.09539999999999793,119533,HDFC Mid-Cap Opportunities Fund
2020-06-18,82.1109,0.1881000000000057,119533,HDFC Mid-Cap Opportunities Fund
2020-06-19,82.2459,0.13500000000000512,119533,HDFC Mid-Cap Opportunities Fund
2020-06-22,82.3423,0.0963999999999885,119533,HDFC Mid-Cap Opportunities Fund
2020-06-23,82.4356,0.09329999999999927,119533,HDFC Mid-Cap Opportunities Fund
2020-06-24,82.4696,0.034000000000006025,119533,HDFC Mid-Cap Opportunities Fund
2020-06-25,82.5711,0.10150000000000148,119533,HDFC Mid-Cap Opportunities Fund
2020-06-26,82.6641,0.09300000000000352,119533,HDFC Mid-Cap Opportunities Fund
2020-06-29,82.7636,0.09949999999999193,119533,HDFC Mid-Cap Opportunities Fund
2020-06-30,82.8247,0.06110000000001037,119533,HDFC Mid-Cap Opportunities Fund
2020-07-01,82.9246,0.099899999999991,119533,HDFC Mid-Cap Opportunities Fund
2020-07-02,83.0014,0.07680000000000575,119533,HDFC Mid-Cap Opportunities Fund
2020-07-03,83.0707,0.06929999999999836,119533,HDFC Mid-Cap Opportunities Fund
2020-07-06,83.1921,0.12139999999999418,119533,HDFC Mid-Cap Opportunities Fund
2020-07-07,83.337,0.1449000000000069,119533,HDFC Mid-Cap Opportunities Fund
2020-07-08,83.4566,0.11959999999999127,119533,HDFC Mid-Cap Opportunities Fund
2020-07-09,83.4985,0.04190000000001248,119533,HDFC Mid-Cap Opportunities Fund
2020-07-10,83.6441,0.14559999999998752,119533,HDFC Mid-Cap Opportunities Fund
2020-07-13,83.6919,0.04780000000000939,119533,HDFC Mid-Cap Opportunities Fund
2020-07-14,83.6561,-0.035800000000008936,119533,HDFC Mid-Cap Opportunities Fund
2020-07-15,83.7669,0.11080000000001178,119533,HDFC Mid-Cap Opportunities Fund
2020-07-16,83.793,0.026099999999999568,119533,HDFC Mid-Cap Opportunities Fund
2020-07-17,83.8258,0.03279999999999461,119533,HDFC Mid-Cap Opportunities Fund
2020-07-20,83.8751,0.04930000000000234,119533,HDFC Mid-Cap Opportunities Fund
2020-07-21,83.8106,-0.06450000000000955,119533,HDFC Mid-Cap Opportunities Fund
2020-07-22,83.7772,-0.03340000000000032,119533,HDFC Mid-Cap Opportunities Fund
2020-07-23,83.8057,0.028500000000008185,119533,HDFC Mid-Cap Opportunities Fund
2020-07-24,83.8039,-0.0018000000000029104,119533,HDFC Mid-Cap Opportunities Fund
2020-07-27,83.756,-0.0478999999999985,119533,HDFC Mid-Cap Opportunities Fund
2020-07-28,83.7035,-0.052499999999994884,119533,HDFC Mid-Cap Opportunities Fund
2020-07-29,83.7433,0.03979999999999961,119533,HDFC Mid-Cap Opportunities Fund
2020-07-30,83.7895,0.04619999999999891,119533,HDFC Mid-Cap Opportunities Fund
2020-07-31,83.8535,0.06399999999999295,119533,HDFC Mid-Cap Opportunities Fund
2020-08-03,83.8738,0.02030000000000598,119533,HDFC Mid-Cap Opportunities Fund
2020-08-04,83.9169,0.043099999999995475,119533,HDFC Mid-Cap Opportunities Fund
2020-08-05,83.9403,0.023399999999995202,119533,HDFC Mid-Cap Opportunities Fund
2020-08-06,83.8592,-0.08109999999999218,119533,HDFC Mid-Cap Opportunities Fund
2020-08-07,83.8167,-0.04250000000000398,119533,HDFC Mid-Cap Opportunities Fund
2020-08-10,83.8154,-0.001300000000000523,119533,HDFC Mid-Cap Opportunities Fund
2020-08-11,83.8237,0.008300000000005525,119533,HDFC Mid-Cap Opportunities Fund
2020-08-12,83.8295,0.005799999999993588,119533,HDFC Mid-Cap Opportunities Fund
2020-08-13,83.8792,0.04970000000000141,119533,HDFC Mid-Cap Opportunities Fund
2020-08-14,83.8181,-0.06109999999999616,119533,HDFC Mid-Cap Opportunities Fund
2020-08-17,83.8307,0.012599999999991951,119533,HDFC Mid-Cap Opportunities Fund
2020-08-18,83.8346,0.003900000000001569,119533,HDFC Mid-Cap Opportunities Fund
2020-08-19,83.8247,-0.009899999999987585,119533,HDFC Mid-Cap Opportunities Fund
2020-08-20,83.8662,0.041499999999999204,119533,HDFC Mid-Cap Opportunities Fund
2020-08-21,83.6464,-0.21980000000000643,119533,HDFC Mid-Cap Opportunities Fund
2020-08-24,83.4937,-0.15269999999999584,119533,HDFC Mid-Cap Opportunities Fund
2020-08-25,83.5773,0.0835999999999899,119533,HDFC Mid-Cap Opportunities Fund
2020-08-26,83.5299,-0.04739999999999611,119533,HDFC Mid-Cap Opportunities Fund
2020-08-27,83.4936,-0.03629999999999711,119533,HDFC Mid-Cap Opportunities Fund
2020-08-28,83.4566,-0.03700000000000614,119533,HDFC Mid-Cap Opportunities Fund
2020-08-31,83.7211,0.2645000000000124,119533,HDFC Mid-Cap Opportunities Fund
2020-09-01,84.0314,0.310299999999998,119533,HDFC Mid-Cap Opportunities Fund
2020-09-02,84.0606,0.02919999999998879,119533,HDFC Mid-Cap Opportunities Fund
2020-09-03,84.1593,0.098700000000008,119533,HDFC Mid-Cap Opportunities Fund
2020-09-04,84.187,0.02769999999999584,119533,HDFC Mid-Cap Opportunities Fund
2020-09-07,84.115,-0.07200000000000273,119533,HDFC Mid-Cap Opportunities Fund
2020-09-08,83.9313,-0.18370000000000175,119533,HDFC Mid-Cap Opportunities Fund
2020-09-09,83.957,0.0257000000000005,119533,HDFC Mid-Cap Opportunities Fund
2020-09-10,83.9367,-0.02029999999999177,119533,HDFC Mid-Cap Opportunities Fund
2020-09-11,83.9249,-0.011800000000008026,119533,HDFC Mid-Cap Opportunities Fund
2020-09-14,83.9398,0.01490000000001146,119533,HDFC Mid-Cap Opportunities Fund
2020-09-15,83.9054,-0.03440000000000509,119533,HDFC Mid-Cap Opportunities Fund
2020-09-16,83.9727,0.06730000000000302,119533,HDFC Mid-Cap Opportunities Fund
2020-09-17,83.9843,0.011600000000001387,119533,HDFC Mid-Cap Opportunities Fund
2020-09-18,84.0106,0.026299999999991996,119533,HDFC Mid-Cap Opportunities Fund
2020-09-21,84.065,0.054400000000001114,119533,HDFC Mid-Cap Opportunities Fund
2020-09-22,84.1019,0.03690000000000282,119533,HDFC Mid-Cap Opportunities Fund
2020-09-23,84.1191,0.017200000000002547,119533,HDFC Mid-Cap Opportunities Fund
2020-09-24,84.1247,0.00560000000000116,119533,HDFC Mid-Cap Opportunities Fund
2020-09-25,84.1225,-0.002200000000001978,119533,HDFC Mid-Cap Opportunities Fund
2020-09-28,84.1233,0.0007999999999981355,119533,HDFC Mid-Cap Opportunities Fund
2020-09-29,84.1227,-0.0006000000000057071,119533,HDFC Mid-Cap Opportunities Fund
2020-09-30,84.196,0.07330000000000325,119533,HDFC Mid-Cap Opportunities Fund
2020-10-01,84.2824,0.08639999999999759,119533,HDFC Mid-Cap Opportunities Fund
2020-10-05,84.3509,0.06850000000000023,119533,HDFC Mid-Cap Opportunities Fund
2020-10-06,84.4036,0.05270000000000152,119533,HDFC Mid-Cap Opportunities Fund
2020-10-07,84.4625,0.05890000000000839,119533,HDFC Mid-Cap Opportunities Fund
2020-10-08,84.5207,0.05819999999999936,119533,HDFC Mid-Cap Opportunities Fund
2020-10-09,84.822,0.3012999999999977,119533,HDFC Mid-Cap Opportunities Fund
2020-10-12,84.8951,0.07309999999999661,119533,HDFC Mid-Cap Opportunities Fund
2020-10-13,84.9786,0.0835000000000008,119533,HDFC Mid-Cap Opportunities Fund
2020-10-14,85.0262,0.04760000000000275,119533,HDFC Mid-Cap Opportunities Fund
2020-10-15,85.0902,0.06399999999999295,119533,HDFC Mid-Cap Opportunities Fund
2020-10-16,85.0992,0.009000000000000341,119533,HDFC Mid-Cap Opportunities Fund
2020-10-19,85.1554,0.056200000000004025,119533,HDFC Mid-Cap Opportunities Fund
2020-10-20,85.2395,0.0841000000000065,119533,HDFC Mid-Cap Opportunities Fund
2020-10-21,85.248,0.008499999999997954,119533,HDFC Mid-Cap Opportunities Fund
2020-10-22,85.236,-0.012000000000000455,119533,HDFC Mid-Cap Opportunities Fund
2020-10-23,85.3011,0.06510000000000105,119533,HDFC Mid-Cap Opportunities Fund
2020-10-26,85.3823,0.0811999999999955,119533,HDFC Mid-Cap Opportunities Fund
2020-10-27,85.385,0.0027000000000043656,119533,HDFC Mid-Cap Opportunities Fund
2020-10-28,85.3652,-0.019800000000003593,119533,HDFC Mid-Cap Opportunities Fund
2020-10-29,85.3509,-0.014300000000005753,119533,HDFC Mid-Cap Opportunities Fund
2020-11-02,85.3844,0.03350000000000364,119533,HDFC Mid-Cap Opportunities Fund
2020-11-03,85.3933,0.008899999999997021,119533,HDFC Mid-Cap Opportunities Fund
2020-11-04,85.4112,0.017899999999997362,119533,HDFC Mid-Cap Opportunities Fund
2020-11-05,85.5041,0.0929000000000002,119533,HDFC Mid-Cap Opportunities Fund
2020-11-06,85.5577,0.05360000000000298,119533,HDFC Mid-Cap Opportunities Fund
2020-11-09,85.5694,0.011700000000004707,119533,HDFC Mid-Cap Opportunities Fund
2020-11-10,85.5509,-0.01850000000000307,119533,HDFC Mid-Cap Opportunities Fund
2020-11-11,85.579,0.028099999999994907,119533,HDFC Mid-Cap Opportunities Fund
2020-11-12,85.6336,0.05460000000000775,119533,HDFC Mid-Cap Opportunities Fund
2020-11-13,85.6913,0.057699999999996976,119533,HDFC Mid-Cap Opportunities Fund
2020-11-17,85.7637,0.0724000000000018,119533,HDFC Mid-Cap Opportunities Fund
2020-11-18,85.8066,0.04290000000000305,119533,HDFC Mid-Cap Opportunities Fund
2020-11-19,85.9065,0.099899999999991,119533,HDFC Mid-Cap Opportunities Fund
